Season,Team,Player,Position,Appearances,Minutes_Played,Goals,Assists
2023/24,Man City,Aaron White,Midfielder,19,1558,19,4
2023/24,Man City,Leo Hall,Defender,35,3010,3,9
2023/24,Man United,Ethan Clark,Forward,27,1701,19,2
2023/24,Man United,Oscar Brown,Defender,6,426,9,4
2023/24,Man United,Ethan Scott,Defender,29,1827,16,12
2023/24,Man United,Leo Anderson,Midfielder,9,621,13,11
2023/24,Man United,David King,Midfielder,6,552,12,8
2023/24,Man United,Aaron King,Defender,28,1904,19,15
2023/24,Man United,Oscar Clark,Defender,16,1296,9,2
2023/24,Man United,Aaron Young,Forward,26,2028,5,2
2023/24,Man United,John Walker,Midfielder,34,2890,0,4
2023/24,Man United,Noah Young,Forward,25,1750,22,4
2023/24,Man United,Ben Harris,Midfielder,33,2211,22,15
2023/24,Man United,David Scott,Midfielder,16,1424,7,4
2023/24,Man United,Alex Hall,Defender,10,670,9,6
2023/24,Man United,Ethan Thompson,Forward,37,3367,17,3
2023/24,Man United,Daniel Thompson,Defender,38,3116,22,12
2023/24,Man United,Harry Allen,Defender,22,1782,6,0
2023/24,Man United,Ben Garcia,Defender,32,2464,16,10
2023/24,Man United,Ben Harris,Forward,12,948,16,13
2023/24,Newcastle,Chris Hall,Forward,14,1148,20,3
2023/24,Newcastle,Michael Taylor,Midfielder,8,480,15,12
2023/24,Newcastle,Ryan Garcia,Midfielder,35,2905,24,12
2023/24,Newcastle,Ben Young,Midfielder,26,1794,10,14
2023/24,Newcastle,Alex Martin,Defender,31,2201,17,4
2023/24,Newcastle,Chris Young,Midfielder,32,2880,2,15
2023/24,Newcastle,Aaron Martin,Forward,37,3219,11,11
2023/24,Newcastle,Leo King,Defender,27,1620,21,3
2023/24,Newcastle,Liam Smith,Midfielder,32,2304,11,9
2023/24,Newcastle,Michael Thomas,Forward,30,2370,0,14
2023/24,Newcastle,Noah Thomas,Forward,11,891,4,12
2023/24,Newcastle,Michael Johnson,Forward,14,1302,1,11
2023/24,Newcastle,Tom Young,Forward,22,1672,17,11
2023/24,Newcastle,David Lewis,Defender,25,1850,16,8
2023/24,Newcastle,David King,Forward,36,2196,25,8
2023/24,Newcastle,John Clark,Forward,36,2700,21,4
2023/24,Newcastle,John Walker,Midfielder,37,2590,10,8
2023/24,Newcastle,Oscar White,Forward,37,2886,1,5
2023/24,Norwich,Jack Johnson,Midfielder,25,2375,14,0
2023/24,Norwich,Noah Allen,Defender,36,2664,22,2
2023/24,Norwich,James Walker,Forward,26,1820,23,13
2023/24,Norwich,Liam Harris,Forward,32,2912,3,10
2023/24,Norwich,John Taylor,Midfielder,5,465,2,7
2023/24,Norwich,Mason King,Forward,21,1953,3,1
2023/24,Norwich,Ryan Anderson,Midfielder,24,2064,5,14
2023/24,Norwich,Liam White,Defender,14,1218,1,13
2023/24,Norwich,Ryan Thompson,Forward,30,2190,3,0
2023/24,Norwich,Ryan Lewis,Forward,30,2430,1,0
2023/24,Norwich,Ryan White,Defender,38,2432,7,4
2023/24,Norwich,Liam Young,Defender,24,1488,18,10
2023/24,Norwich,Alex Smith,Forward,24,1848,25,6
2023/24,Norwich,Ben Martin,Midfielder,36,2520,7,14
2023/24,Norwich,Daniel Scott,Midfielder,31,2759,9,11
2023/24,Norwich,Chris Thomas,Defender,33,2805,16,13
2023/24,Norwich,Oscar Scott,Forward,32,2912,20,13
2023/24,Norwich,Liam Young,Defender,25,2350,23,4
2023/24,Southampton,James King,Midfielder,37,3515,5,3
2023/24,Southampton,Daniel Thomas,Midfielder,14,1106,11,2
2023/24,Southampton,Liam Young,Defender,10,680,4,9
2023/24,Southampton,Jack Hall,Midfielder,35,2100,0,9
2023/24,Southampton,Harry Brown,Defender,18,1548,14,10
2023/24,Southampton,Ben Harris,Forward,19,1406,8,6
2023/24,Southampton,James Walker,Midfielder,29,2755,16,2
2023/24,Southampton,Alex Lewis,Defender,12,1044,2,12
2023/24,Southampton,Ben Harris,Defender,12,1020,1,11
2023/24,Southampton,Jack Garcia,Forward,21,1995,6,13
2023/24,Southampton,David White,Midfielder,19,1311,6,9
2023/24,Southampton,Liam Young,Defender,37,3108,22,7
2023/24,Southampton,Oscar White,Forward,25,1800,24,14
2023/24,Southampton,Harry Clark,Defender,25,1650,10,10
2023/24,Southampton,Liam Hall,Forward,14,1330,24,8
2023/24,Southampton,Aaron Garcia,Forward,25,2200,8,5
2023/24,Southampton,Oscar White,Defender,27,1998,5,5
2023/24,Southampton,Jack Allen,Defender,12,900,2,1
2023/24,Tottenham,Aaron Scott,Forward,12,852,12,11
2023/24,Tottenham,Aaron Harris,Forward,37,3145,7,4
2023/24,Tottenham,James Garcia,Defender,15,1110,4,5
2023/24,Tottenham,Leo Taylor,Midfielder,12,744,13,12
2023/24,Tottenham,Ethan Anderson,Midfielder,24,1560,16,5
2023/24,Tottenham,Aaron Smith,Defender,26,1976,18,14
2023/24,Tottenham,Tom White,Forward,9,846,20,10
2023/24,Tottenham,Tom Jackson,Forward,6,360,11,11
2023/24,Tottenham,Ben Jackson,Forward,22,1342,21,3
2023/24,Tottenham,Liam Jackson,Midfielder,34,2822,25,14
2023/24,Tottenham,Noah Scott,Defender,21,1659,23,6
2023/24,Tottenham,Oscar Thomas,Forward,37,2405,23,10
2023/24,Tottenham,Liam Garcia,Defender,21,1932,6,0
2023/24,Tottenham,Mason Allen,Forward,12,852,11,11
2023/24,Tottenham,David Johnson,Forward,37,3330,13,0
2023/24,Tottenham,Ethan Walker,Midfielder,24,1656,2,13
2023/24,Tottenham,Aaron Young,Forward,18,1278,13,0
2023/24,Tottenham,Michael Young,Midfielder,38,2356,5,4
2023/24,West Ham,Ben Smith,Forward,35,2870,10,1
2023/24,West Ham,Chris Thompson,Defender,11,814,19,0
2023/24,West Ham,Ben King,Forward,34,2414,3,2
2023/24,West Ham,Ethan Harris,Defender,26,2080,13,9
2023/24,West Ham,Liam Smith,Midfielder,36,2520,24,11
2023/24,West Ham,Noah Walker,Defender,18,1458,21,1
2023/24,West Ham,Ryan Hall,Midfielder,20,1520,18,14
2023/24,West Ham,Jack Young,Forward,36,3204,4,15
2023/24,West Ham,Michael Smith,Defender,25,1575,22,9
2023/24,West Ham,Leo Taylor,Midfielder,14,896,5,9
2023/24,West Ham,Mason Allen,Forward,34,3128,5,4
2023/24,West Ham,Noah Scott,Forward,38,3534,3,7
2023/24,West Ham,Jack Clark,Forward,20,1680,7,4
2023/24,West Ham,Chris Martin,Midfielder,34,2754,14,8
2023/24,West Ham,Chris Walker,Midfielder,29,2668,13,1
2023/24,West Ham,Ben Brown,Defender,23,1794,10,1
2023/24,West Ham,James Walker,Midfielder,33,2805,2,10
2023/24,West Ham,Harry Scott,Midfielder,38,2432,24,7
2023/24,Wolves,Oscar Walker,Defender,28,1848,19,1
2023/24,Wolves,Jack Young,Midfielder,7,637,24,12
2023/24,Wolves,Harry Garcia,Forward,25,1925,25,6
2023/24,Wolves,Noah Anderson,Defender,34,2312,14,12
2023/24,Wolves,Daniel Walker,Midfielder,27,1998,7,15
2023/24,Wolves,Michael Anderson,Forward,25,2175,24,15
2023/24,Wolves,Noah Allen,Midfielder,35,2240,7,12
2023/24,Wolves,Aaron Smith,Defender,13,845,14,15
2023/24,Wolves,Jack White,Forward,11,979,6,6
2023/24,Wolves,Harry Anderson,Midfielder,14,1232,1,5
2023/24,Wolves,Tom Jackson,Midfielder,29,2146,11,4
2023/24,Wolves,Chris Martin,Defender,30,2250,18,10
2023/24,Wolves,Luke Martin,Defender,19,1273,5,14
2023/24,Wolves,Ethan Johnson,Midfielder,19,1444,9,14
2023/24,Wolves,Liam Garcia,Midfielder,12,828,3,15
2023/24,Wolves,Michael Garcia,Midfielder,18,1296,21,15
2023/24,Wolves,Aaron Lewis,Midfielder,28,1764,5,13
2023/24,Wolves,Noah Harris,Forward,30,1980,6,10
2024/25,Arsenal,Liam Smith,Defender,37,2479,11,11
2024/25,Arsenal,Aaron Anderson,Midfielder,11,858,19,7
2024/25,Arsenal,Tom Walker,Forward,18,1476,21,4
2024/25,Arsenal,Noah Young,Defender,16,1152,12,11
2024/25,Arsenal,Leo White,Defender,8,648,21,14
2024/25,Arsenal,Jack Young,Forward,35,2940,14,3
2024/25,Arsenal,Liam Jackson,Defender,22,1496,19,7
2024/25,Arsenal,Jack Anderson,Defender,18,1116,7,10
2024/25,Arsenal,Liam Martin,Midfielder,31,2728,1,8
2024/25,Arsenal,Liam Taylor,Defender,6,522,0,11
2024/25,Arsenal,Liam Clark,Midfielder,13,1118,12,14
2024/25,Arsenal,Ben Allen,Midfielder,30,2010,4,6
2024/25,Arsenal,James Johnson,Midfielder,15,1065,10,7
2024/25,Arsenal,Luke Thomas,Defender,34,2686,1,8
2024/25,Arsenal,Ryan Garcia,Forward,13,845,24,2
2024/25,Arsenal,Oscar Harris,Midfielder,7,539,3,2
2024/25,Arsenal,Mason Walker,Midfielder,7,427,1,9
2024/25,Arsenal,Oscar King,Midfielder,18,1458,20,9
2024/25,Aston Villa,Oscar Lewis,Forward,8,704,13,3
2024/25,Aston Villa,Daniel Lewis,Defender,14,1022,5,4
2024/25,Aston Villa,Alex Jackson,Defender,25,2075,11,9
2024/25,Aston Villa,Michael Harris,Midfielder,30,2040,2,10
2024/25,Aston Villa,John Taylor,Midfielder,31,2635,1,14
2024/25,Aston Villa,Ben Johnson,Defender,5,395,18,3
2024/25,Aston Villa,Liam White,Midfielder,12,744,13,6
2024/25,Aston Villa,Noah Taylor,Forward,24,2256,9,1
2024/25,Aston Villa,Tom Brown,Midfielder,18,1188,6,6
2024/25,Aston Villa,Michael Martin,Defender,6,564,25,7
2024/25,Aston Villa,Harry Smith,Defender,17,1054,10,10
2024/25,Aston Villa,Oscar Brown,Defender,19,1767,10,5
2024/25,Aston Villa,Ethan Brown,Midfielder,22,1342,8,10
2024/25,Aston Villa,Ethan Smith,Midfielder,34,2618,7,2
2024/25,Aston Villa,John Young,Forward,25,2025,16,8
2024/25,Aston Villa,Alex White,Defender,10,770,14,5
2024/25,Aston Villa,Oscar Thompson,Midfielder,6,450,17,14
2024/25,Aston Villa,Noah Thompson,Forward,36,2808,0,4
2024/25,Bournemouth,Alex Jackson,Midfielder,31,2511,22,6
2024/25,Bournemouth,Mason Martin,Midfielder,28,1904,12,14
2024/25,Bournemouth,Liam King,Midfielder,26,2288,25,8
2024/25,Bournemouth,Jack Anderson,Forward,23,1794,11,13
2024/25,Bournemouth,Mason Martin,Forward,20,1740,25,9
2024/25,Bournemouth,Ethan Young,Midfielder,27,1647,10,6
2024/25,Bournemouth,Harry Smith,Defender,34,2040,19,9
2024/25,Bournemouth,Liam White,Forward,9,639,11,7
2024/25,Bournemouth,Ryan Johnson,Forward,31,1860,20,10
2024/25,Bournemouth,John White,Forward,32,2240,11,4
2024/25,Bournemouth,Oscar Allen,Midfielder,16,1136,7,10
2024/25,Bournemouth,Alex Thomas,Defender,28,2520,23,13
2024/25,Bournemouth,Ryan Smith,Defender,8,512,0,3
2024/25,Bournemouth,Harry Brown,Midfielder,13,910,22,1
2024/25,Bournemouth,Ben Young,Forward,6,570,1,10
2024/25,Bournemouth,John Anderson,Midfielder,33,1980,17,12
2024/25,Bournemouth,Michael Martin,Forward,8,704,14,5
2024/25,Bournemouth,Ben Thomas,Defender,32,2112,9,5
2024/25,Brentford,Leo Walker,Forward,9,540,11,3
2024/25,Brentford,Ben Hall,Midfielder,28,1736,6,6
2024/25,Brentford,James Harris,Defender,16,1200,2,5
2024/25,Brentford,Luke Jackson,Defender,32,2208,1,0
2024/25,Brentford,James Anderson,Midfielder,36,2916,3,0
2024/25,Brentford,Ben Walker,Midfielder,17,1071,20,8
2024/25,Brentford,Tom Clark,Defender,33,1980,4,5
2024/25,Brentford,Oscar Harris,Defender,22,1848,22,8
2024/25,Brentford,Aaron Anderson,Defender,33,2574,24,12
2024/25,Brentford,Alex King,Midfielder,36,2664,10,2
2024/25,Brentford,Jack Johnson,Forward,16,1008,24,10
2024/25,Brentford,Aaron Clark,Defender,6,522,22,3
2024/25,Brentford,Tom Martin,Defender,14,952,10,3
2024/25,Brentford,David White,Forward,29,2668,20,3
2024/25,Brentford,Ben Martin,Forward,30,2190,13,2
2024/25,Brentford,Ethan Harris,Midfielder,8,560,10,7
2024/25,Brentford,James Thompson,Forward,33,2640,0,13
2024/25,Brentford,Daniel Clark,Defender,16,1456,22,10
2024/25,Brighton,Ben Walker,Midfielder,28,2492,10,15
2024/25,Brighton,Luke Taylor,Forward,15,1230,18,10
2024/25,Brighton,James Harris,Midfielder,28,1820,4,9
2024/25,Brighton,Chris Thompson,Defender,10,890,10,5
2024/25,Brighton,Harry Thompson,Defender,24,1536,22,6
2024/25,Brighton,Oscar Thomas,Forward,26,2028,3,9
2024/25,Brighton,John Martin,Forward,32,2368,3,11
2024/25,Brighton,Harry Thompson,Defender,29,2146,4,0
2024/25,Brighton,Alex Brown,Forward,27,2538,13,0
2024/25,Brighton,Tom Young,Forward,11,704,3,12
2024/25,Brighton,Oscar Clark,Midfielder,33,2871,19,13
2024/25,Brighton,David Scott,Defender,8,640,0,15
2024/25,Brighton,David Young,Defender,24,2232,4,0
2024/25,Brighton,Ryan Garcia,Forward,6,534,18,2
2024/25,Brighton,Aaron King,Defender,15,1305,12,8
2024/25,Brighton,Harry Thompson,Defender,14,1204,22,3
2024/25,Brighton,Ethan Brown,Defender,35,2555,17,1
2024/25,Brighton,John Martin,Midfielder,33,2541,5,15
2024/25,Burnley,Alex Anderson,Defender,33,3036,6,0
2024/25,Burnley,Jack Harris,Defender,18,1584,24,13
2024/25,Burnley,Luke Harris,Midfielder,5,430,3,1
2024/25,Burnley,Luke Harris,Defender,30,2520,9,4
2024/25,Burnley,Tom Hall,Defender,23,2070,5,10
2024/25,Burnley,Chris Lewis,Midfielder,19,1387,6,5
2024/25,Burnley,Oscar Walker,Forward,34,3196,7,3
2024/25,Burnley,Oscar Allen,Midfielder,33,2079,10,13
2024/25,Burnley,Ryan Thomas,Defender,31,2604,11,0
2024/25,Burnley,Daniel White,Defender,20,1840,14,12
2024/25,Burnley,David Harris,Defender,26,2132,10,12
2024/25,Burnley,Tom Walker,Midfielder,33,2046,14,6
2024/25,Burnley,Luke King,Midfielder,26,2028,16,12
2024/25,Burnley,Alex Jackson,Defender,31,2635,14,15
2024/25,Burnley,Liam Allen,Forward,12,876,21,1
2024/25,Burnley,Tom Smith,Midfielder,38,3192,5,6
2024/25,Burnley,Mason Johnson,Forward,37,2220,22,3
2024/25,Burnley,Liam Johnson,Midfielder,36,2700,12,11
2024/25,Chelsea,Michael Scott,Midfielder,33,3135,1,12
2024/25,Chelsea,John Hall,Forward,13,1222,15,0
2024/25,Chelsea,David Taylor,Defender,18,1098,3,5
2024/25,Chelsea,Noah Harris,Forward,25,1975,6,3
2024/25,Chelsea,John King,Defender,30,2310,4,11
2024/25,Chelsea,David Jackson,Defender,12,1104,13,11
2024/25,Chelsea,Harry Anderson,Midfielder,14,1092,22,5
2024/25,Chelsea,Ryan Anderson,Forward,12,756,17,7
2024/25,Chelsea,Daniel Anderson,Midfielder,36,2916,25,5
2024/25,Chelsea,Mason Taylor,Defender,27,2511,13,3
2024/25,Chelsea,Chris King,Midfielder,14,1134,23,9
2024/25,Chelsea,Liam Garcia,Midfielder,5,345,25,6
2024/25,Chelsea,Mason Johnson,Defender,22,1716,25,13
2024/25,Chelsea,David Garcia,Defender,17,1564,10,10
2024/25,Chelsea,Mason Martin,Midfielder,20,1840,23,4
2024/25,Chelsea,Noah Allen,Midfielder,5,420,1,0
2024/25,Chelsea,Chris Allen,Midfielder,10,710,19,5
2024/25,Chelsea,Mason Clark,Defender,29,2175,18,9
2024/25,Crystal Palace,Noah Anderson,Defender,13,793,17,4
2024/25,Crystal Palace,Mason King,Midfielder,28,1708,6,10
2024/25,Crystal Palace,Ben Taylor,Forward,21,1638,1,8
2024/25,Crystal Palace,David Thompson,Defender,8,584,25,3
2024/25,Crystal Palace,Jack Thomas,Midfielder,30,1890,24,9
2024/25,Crystal Palace,Daniel Scott,Midfielder,12,756,15,2
2024/25,Crystal Palace,Michael Smith,Defender,18,1134,3,6
2024/25,Crystal Palace,Noah Thomas,Midfielder,28,2016,22,12
2024/25,Crystal Palace,Ben Scott,Defender,10,740,0,13
2024/25,Crystal Palace,Chris Thompson,Midfielder,7,532,7,15
2024/25,Crystal Palace,Tom Thomas,Defender,24,1872,23,8
2024/25,Crystal Palace,Mason Smith,Defender,32,2240,4,8
2024/25,Crystal Palace,James Brown,Forward,17,1445,22,5
2024/25,Crystal Palace,Daniel Johnson,Midfielder,22,1320,14,13
2024/25,Crystal Palace,Michael Harris,Midfielder,37,2923,7,10
2024/25,Crystal Palace,Aaron Jackson,Midfielder,12,1008,5,7
2024/25,Crystal Palace,Jack Allen,Midfielder,21,1806,14,10
2024/25,Crystal Palace,Aaron Brown,Forward,16,1312,0,11
2024/25,Everton,Leo Taylor,Defender,15,930,25,2
2024/25,Everton,Ben Scott,Midfielder,10,640,22,0
2024/25,Everton,Ben Hall,Midfielder,36,2232,4,4
2024/25,Everton,Daniel Young,Defender,13,793,9,14
2024/25,Everton,Aaron Young,Midfielder,31,2232,4,5
2024/25,Everton,Mason Thomas,Defender,34,2788,13,7
2024/25,Everton,Oscar Thomas,Midfielder,21,1491,17,6
2024/25,Everton,Chris Taylor,Midfielder,23,1541,6,12
2024/25,Everton,Harry Hall,Forward,15,1260,12,14
2024/25,Everton,Leo Taylor,Defender,11,781,21,13
2024/25,Everton,Leo Brown,Defender,12,888,12,14
2024/25,Everton,Leo Johnson,Forward,24,2184,23,8
2024/25,Everton,Michael Harris,Defender,8,568,4,10
2024/25,Everton,Jack Thomas,Defender,8,576,6,15
2024/25,Everton,Michael White,Forward,17,1122,0,10
2024/25,Everton,Chris Thompson,Midfielder,16,1104,6,14
2024/25,Everton,Luke Garcia,Defender,37,2886,17,12
2024/25,Everton,Leo Martin,Forward,5,450,19,4
2024/25,Fulham,Alex Scott,Defender,12,1068,15,10
2024/25,Fulham,Chris Taylor,Defender,13,1040,13,6
2024/25,Fulham,Luke King,Midfielder,38,3306,23,5
2024/25,Fulham,Aaron Martin,Defender,15,915,19,13
2024/25,Fulham,Daniel Thompson,Defender,23,1380,18,10
2024/25,Fulham,Michael Walker,Midfielder,14,1064,13,13
2024/25,Fulham,Leo Harris,Midfielder,37,2849,15,3
2024/25,Fulham,Ryan Thomas,Defender,22,1782,19,6
2024/25,Fulham,Daniel Jackson,Forward,30,2370,4,3
2024/25,Fulham,Tom Walker,Midfielder,6,558,8,6
2024/25,Fulham,Jack Garcia,Defender,22,2090,5,10
2024/25,Fulham,Harry Thomas,Defender,6,528,7,4
2024/25,Fulham,Oscar Scott,Forward,28,2632,25,4
2024/25,Fulham,Alex Thompson,Midfielder,26,2184,17,13
2024/25,Fulham,Leo Thomas,Forward,22,1386,18,10
2024/25,Fulham,Liam Walker,Midfielder,24,1920,23,13
2024/25,Fulham,Noah Harris,Midfielder,7,651,16,15
2024/25,Fulham,Alex Harris,Forward,11,836,23,15
2024/25,Leicester,Jack Allen,Forward,22,1980,13,15
2024/25,Leicester,Daniel Clark,Forward,12,720,21,4
2024/25,Leicester,Daniel Johnson,Forward,13,936,21,15
2024/25,Leicester,Tom Brown,Forward,19,1368,1,12
2024/25,Leicester,Daniel Martin,Forward,6,420,6,10
2024/25,Leicester,Leo Thompson,Defender,38,3572,16,12
2024/25,Leicester,Luke White,Midfielder,27,2106,22,15
2024/25,Leicester,Tom Hall,Forward,21,1827,2,8
2024/25,Leicester,Luke Lewis,Midfielder,38,3458,0,14
2024/25,Leicester,Ryan Allen,Defender,17,1224,22,15
2024/25,Leicester,Mason Martin,Forward,30,2220,17,5
2024/25,Leicester,Noah White,Forward,35,2870,6,10
2024/25,Leicester,Noah Scott,Defender,10,670,17,8
2024/25,Leicester,Ben Scott,Defender,24,1992,0,12
2024/25,Leicester,Jack Allen,Midfielder,35,2205,6,13
2024/25,Leicester,Leo Allen,Forward,29,2378,4,9
2024/25,Leicester,Michael Johnson,Midfielder,13,1222,0,0
2024/25,Leicester,Ethan Garcia,Forward,8,672,14,8
2024/25,Liverpool,Ethan Thompson,Defender,32,2112,24,8
2024/25,Liverpool,David White,Midfielder,13,1157,18,10
2024/25,Liverpool,Jack Walker,Forward,10,930,13,5
2024/25,Liverpool,Mason Garcia,Forward,35,2940,15,14
2024/25,Liverpool,Leo King,Midfielder,5,350,15,11
2024/25,Liverpool,Aaron Allen,Defender,35,2345,12,8
2024/25,Liverpool,Tom King,Defender,34,2924,12,2
2024/25,Liverpool,James Allen,Forward,11,1001,8,1
2024/25,Liverpool,Jack Martin,Forward,17,1054,14,0
2024/25,Liverpool,Michael White,Forward,7,476,16,9
2024/25,Liverpool,Aaron Harris,Midfielder,6,450,6,14
2024/25,Liverpool,Aaron Jackson,Defender,16,1296,6,14
2024/25,Liverpool,Harry King,Midfielder,29,2233,13,4
2024/25,Liverpool,David Smith,Defender,23,2162,2,13
2024/25,Liverpool,Oscar Smith,Midfielder,29,2146,22,8
2024/25,Liverpool,John Clark,Forward,28,1848,14,12
2024/25,Liverpool,Harry Harris,Forward,11,671,10,15
2024/25,Liverpool,Mason King,Forward,20,1800,13,3
2024/25,Man City,Ryan King,Midfielder,31,2821,1,7
2024/25,Man City,Michael Garcia,Forward,16,1184,22,8
2024/25,Man City,Noah Clark,Forward,5,415,15,13
2024/25,Man City,Mason Hall,Forward,25,1825,20,0
2024/25,Man City,Ethan Young,Midfielder,16,1264,2,11
2024/25,Man City,John Allen,Defender,10,610,23,13
2024/25,Man City,Luke Thomas,Defender,32,2528,18,1
2024/25,Man City,Alex Harris,Midfielder,23,1403,3,4
2024/25,Man City,Jack King,Midfielder,30,2640,25,7
2024/25,Man City,Michael Garcia,Midfielder,25,1875,16,10
2024/25,Man City,Oscar Jackson,Defender,32,2944,18,12
2024/25,Man City,Luke Scott,Midfielder,17,1598,2,10
2024/25,Man City,Ryan Young,Forward,36,2772,17,0
2024/25,Man City,Ethan Allen,Defender,14,952,0,0
2024/25,Man City,Leo Hall,Forward,25,2000,8,9
2024/25,Man City,Ryan Garcia,Forward,25,2225,14,0
2024/25,Man City,Michael Harris,Midfielder,10,860,15,6
2024/25,Man City,Jack Jackson,Midfielder,25,1500,9,9
2024/25,Man United,Mason Smith,Midfielder,35,2205,23,10
2024/25,Man United,John Lewis,Midfielder,32,2464,12,1
2024/25,Man United,Chris Smith,Defender,8,480,24,14
2024/25,Man United,Tom Taylor,Midfielder,30,2340,13,7
2024/25,Man United,Daniel Harris,Defender,12,984,13,1
2024/25,Man United,Liam Martin,Forward,17,1615,14,11
2024/25,Man United,David Thompson,Midfielder,18,1098,18,10
2024/25,Man United,David King,Defender,21,1890,5,7
2024/25,Man United,Noah Martin,Forward,38,3040,13,12
2024/25,Man United,Ethan Scott,Defender,10,760,22,0
2024/25,Man United,Aaron Martin,Defender,19,1349,5,15
2024/25,Man United,Leo Clark,Midfielder,6,396,24,5
2024/25,Man United,Harry Walker,Defender,6,540,8,2
2024/25,Man United,Tom Jackson,Defender,28,2212,0,6
2024/25,Man United,Harry Young,Defender,34,2754,16,1
2024/25,Man United,Liam Smith,Defender,21,1890,16,2
2024/25,Man United,Noah Lewis,Midfielder,37,2331,20,7
2024/25,Man United,Mason Garcia,Midfielder,27,1863,23,7
2024/25,Newcastle,Harry White,Forward,23,1932,6,11
2024/25,Newcastle,James Lewis,Midfielder,20,1880,9,4
2024/25,Newcastle,Ben Harris,Midfielder,29,2262,11,12
2024/25,Newcastle,Alex Smith,Forward,18,1278,12,12
2024/25,Newcastle,David Lewis,Defender,33,2178,14,10
2024/25,Newcastle,Ryan Anderson,Defender,17,1037,5,15
2024/25,Newcastle,David Lewis,Midfielder,26,1690,0,8
2024/25,Newcastle,Ryan Thomas,Forward,30,2340,12,0
2024/25,Newcastle,Ben Harris,Midfielder,26,2314,23,5
2024/25,Newcastle,Tom King,Defender,10,770,22,6
2024/25,Newcastle,Ryan Walker,Defender,16,1296,23,5
2024/25,Newcastle,Noah White,Forward,33,2805,7,6
2024/25,Newcastle,Ethan Lewis,Forward,14,868,2,14
2024/25,Newcastle,Michael Young,Defender,10,740,23,0
2024/25,Newcastle,Alex Anderson,Defender,20,1320,14,12
2024/25,Newcastle,Aaron Garcia,Midfielder,22,1584,12,4
2024/25,Newcastle,Ethan King,Forward,22,1958,17,14
2024/25,Newcastle,Alex Garcia,Defender,28,2464,17,2
2024/25,Norwich,Mason Walker,Forward,35,2905,15,2
2024/25,Norwich,Michael Thomas,Defender,23,2001,1,12
2024/25,Norwich,James Jackson,Defender,36,3204,4,5
2024/25,Norwich,Oscar Smith,Defender,37,3256,9,6
2024/25,Norwich,Mason King,Forward,8,648,21,9
2024/25,Norwich,Ryan Scott,Forward,10,840,24,2
2024/25,Norwich,Chris Scott,Defender,8,488,14,8
2024/25,Norwich,Mason Garcia,Defender,5,305,7,6
2024/25,Norwich,Alex Anderson,Midfielder,32,2688,13,7
2024/25,Norwich,Daniel Walker,Midfielder,28,2212,21,10
2024/25,Norwich,Aaron Thompson,Forward,7,497,3,6
2024/25,Norwich,David Harris,Defender,36,2196,16,5
2024/25,Norwich,Tom Young,Defender,16,1024,13,3
2024/25,Norwich,John Smith,Midfielder,27,1998,24,10
2024/25,Norwich,Ryan Thomas,Midfielder,23,1541,2,8
2024/25,Norwich,Chris King,Midfielder,15,1020,6,13
2024/25,Norwich,Noah Jackson,Defender,28,2380,9,13
2024/25,Norwich,James White,Midfielder,10,730,16,7
2024/25,Southampton,Chris Anderson,Forward,10,680,24,2
